extracted_feature, gender_anova_Fval, gender_anova_Pval, call-rece_anova_Fval, call-rece_anova_Pval, O_anova_Fval, O_anova_Pval, E_anova_Fval, E_anova_Pval, N_anova_Fval, N_anova_Pval, A_anova_Fval, A_anova_Pval, C_anova_Fval, C_anova_Pval, ConfC_anova_Fval, ConfC_anova_Pval, ConfA_anova_Fval, ConfA_anova_Pval, ConfO_anova_Fval, ConfO_anova_Pval, ConfD_anova_Fval, ConfD_anova_Pval, ConfI_anova_Fval, ConfI_anova_Pval
jitterLocal_sma3nz_amean, 9.12913316076, 0.00253890183002**, 1.01795520906, 0.313093359486, 6.5488812986, 0.0105056203895*, 6.5488812986, 0.0105056203895*, 6.5488812986, 0.0105056203895*, 6.5488812986, 0.0105056203895*, 6.5488812986, 0.0105056203895*, 0.040427240532, 0.840662422681, 0.121915818071, 0.726992600241, 0.459906868546, 0.497724600253, 16.7588400835, 4.36679189664e-05**, 3.82996052596, 0.0504452293576
jitterLocal_sma3nz_stddevNorm, 204.307149437, 9.27392635153e-45**, 8.99110646832, 0.00273729003816**, 67.2951205028, 2.54372544208e-16**, 67.2951205028, 2.54372544208e-16**, 67.2951205028, 2.54372544208e-16**, 67.2951205028, 2.54372544208e-16**, 67.2951205028, 2.54372544208e-16**, 5.56285735917, 0.0184150971112*, 5.28570462809, 0.0215758727169*, 4.72475361715, 0.0298165555423*, 0.681567991459, 0.409118977752, 18.9934746292, 1.35981002114e-05**
shimmerLocaldB_sma3nz_amean, 0.288325392264, 0.59133913269, 1.72202189855, 0.189542587675, 11.9903824991, 0.000536385233636**, 11.9903824991, 0.000536385233636**, 11.9903824991, 0.000536385233636**, 11.9903824991, 0.000536385233636**, 11.9903824991, 0.000536385233636**, 0.00906074607185, 0.924172480256, 0.368093558797, 0.544095398964, 10.6468679852, 0.00111607389478**, 7.005460664, 0.00817252123084**, 1.3085051363, 0.252765119584
shimmerLocaldB_sma3nz_stddevNorm, 102.43397428, 1.15286383056e-23**, 21.883885033, 3.03667385819e-06**, 16.127661594, 5.95275149862e-05**, 16.127661594, 5.95275149862e-05**, 16.127661594, 5.95275149862e-05**, 16.127661594, 5.95275149862e-05**, 16.127661594, 5.95275149862e-05**, 0.0572984586861, 0.810835793831, 7.0717129466, 0.00787648548258**, 0.884326037045, 0.347102197076, 0.0569403644812, 0.811416650303, 0.24204307169, 0.622773676698
HNRdBACF_sma3nz_amean, 2149.13165462, 0.0**, 0.462507386182, 0.496511755942, 99.8425255936, 1.98343465466e-23**, 99.8425255936, 1.98343465466e-23**, 99.8425255936, 1.98343465466e-23**, 99.8425255936, 1.98343465466e-23**, 99.8425255936, 1.98343465466e-23**, 37.4335902515, 1.08035740515e-09**, 42.8566685535, 7.0027981191e-11**, 0.0146598103159, 0.903638341228, 1.36169410192e-06, 0.999069020281, 67.1831858818, 3.75071171258e-16**
HNRdBACF_sma3nz_stddevNorm, 13.563257301, 0.000235101210201**, 1.62915901985, 0.201927265438, 6.73168121117, 0.00948158193014**, 6.73168121117, 0.00948158193014**, 6.73168121117, 0.00948158193014**, 6.73168121117, 0.00948158193014**, 6.73168121117, 0.00948158193014**, 2.06572839147, 0.150756785319, 0.3139949071, 0.575284712824, 2.9367624358, 0.0866968964018, 0.415003807116, 0.519494399736, 0.669143664905, 0.413421245659
logRelF0-H1-H2_sma3nz_amean, 12.7677289088, 0.000358714062876**, 2.22415931185, 0.135981372329, 118.488380318, 1.75462823728e-27**, 118.488380318, 1.75462823728e-27**, 118.488380318, 1.75462823728e-27**, 118.488380318, 1.75462823728e-27**, 118.488380318, 1.75462823728e-27**, 23.0626848143, 1.65212287086e-06**, 21.6136106245, 3.49220121016e-06**, 1.08785648742, 0.297038375745, 0.286823516366, 0.592306662708, 11.5053401518, 0.000703781403037**
logRelF0-H1-H2_sma3nz_stddevNorm, 0.00033902976598, 0.9853109091, 0.708190390654, 0.400118438503, 0.188271456183, 0.664365988739, 0.188271456183, 0.664365988739, 0.188271456183, 0.664365988739, 0.188271456183, 0.664365988739, 0.188271456183, 0.664365988739, 0.31324473201, 0.57574149481, 1.69542251554, 0.192996828712, 3.7985860177, 0.0513975067075, 0.20645825614, 0.649593550621, 1.54180854459e-05, 0.99686732993
logRelF0-H1-A3_sma3nz_amean, 39.1974734668, 4.4301209091e-10**, 79.236466291, 9.78834599714e-19**, 79.5565005797, 5.27070635275e-19**, 79.5565005797, 5.27070635275e-19**, 79.5565005797, 5.27070635275e-19**, 79.5565005797, 5.27070635275e-19**, 79.5565005797, 5.27070635275e-19**, 28.5650659473, 9.80325208055e-08**, 13.0900176321, 0.000302223294653**, 0.00252704437867, 0.959911109523, 6.32158944019, 0.0119843643894*, 0.0846018029248, 0.771177368729
logRelF0-H1-A3_sma3nz_stddevNorm, 0.215253820534, 0.642717060465, 0.0428609445807, 0.836002666667, 0.393160984561, 0.530652928736, 0.393160984561, 0.530652928736, 0.393160984561, 0.530652928736, 0.393160984561, 0.530652928736, 0.393160984561, 0.530652928736, 1.29927755653, 0.254444569482, 0.362790193372, 0.547010397497, 0.634613370716, 0.425736948554, 1.90338931147, 0.167811685162, 1.09036518762, 0.296482155455
F1frequency_sma3nz_amean, 313.040694843, 1.9998052527e-66**, 0.0308933554373, 0.860491472625, 11.5553202127, 0.000677475545422**, 11.5553202127, 0.000677475545422**, 11.5553202127, 0.000677475545422**, 11.5553202127, 0.000677475545422**, 11.5553202127, 0.000677475545422**, 8.67481409558, 0.00325347119598**, 6.12751017377, 0.0133692911674*, 0.603798924201, 0.437199107059, 0.197204626971, 0.657021681023, 0.178687768251, 0.672536459271
F1frequency_sma3nz_stddevNorm, 3.50136618111, 0.0614244070057, 16.9956870221, 3.85746292607e-05**, 29.9403535032, 4.53340939285e-08**, 29.9403535032, 4.53340939285e-08**, 29.9403535032, 4.53340939285e-08**, 29.9403535032, 4.53340939285e-08**, 29.9403535032, 4.53340939285e-08**, 2.49775769874, 0.114123605219, 9.48145961586, 0.00209610059836**, 16.514620571, 4.96297540674e-05**, 4.36704559747, 0.0367321967779*, 0.14681970073, 0.70162292094
F1bandwidth_sma3nz_amean, 41.721108556, 1.2405473323e-10**, 5.55965946217, 0.01844869546*, 14.4771576786, 0.000142484168745**, 14.4771576786, 0.000142484168745**, 14.4771576786, 0.000142484168745**, 14.4771576786, 0.000142484168745**, 14.4771576786, 0.000142484168745**, 12.2955824655, 0.00046130436353**, 1.22177685108, 0.26910898967, 8.15554868211, 0.004325180755**, 0.101884240606, 0.749604343309, 0.00335898928343, 0.953787262569
F1bandwidth_sma3nz_stddevNorm, 4.31048971422, 0.0379708152351*, 0.00207064097596, 0.963708656866, 10.1834626747, 0.00142024335461**, 10.1834626747, 0.00142024335461**, 10.1834626747, 0.00142024335461**, 10.1834626747, 0.00142024335461**, 10.1834626747, 0.00142024335461**, 1.50010790308, 0.2207597376, 3.46907184403, 0.0626330250352, 3.37757110433, 0.0661972773757, 0.033809427209, 0.854126339044, 0.345939068537, 0.556469308986
F1amplitudeLogRelF0_sma3nz_amean, 0.79974602431, 0.37124763112, 1.0311369848, 0.309981166993, 0.00513031427657, 0.942900421188, 0.00513031427657, 0.942900421188, 0.00513031427657, 0.942900421188, 0.00513031427657, 0.942900421188, 0.00513031427657, 0.942900421188, 0.832098411623, 0.361746468039, 0.731799056688, 0.392375243544, 0.628245342493, 0.428068086714, 0.851873230159, 0.356103979105, 1.80365328677, 0.179382365728
F1amplitudeLogRelF0_sma3nz_stddevNorm, 0.250774687423, 0.616570229313, 0.754507333852, 0.38512877704, 1.27623996376, 0.258619032632, 1.27623996376, 0.258619032632, 1.27623996376, 0.258619032632, 1.27623996376, 0.258619032632, 1.27623996376, 0.258619032632, 0.530914111762, 0.466284889477, 0.411205641436, 0.521411679368, 2.80666895093, 0.0939868825234, 0.144207119578, 0.704163221881, 0.0689303069634, 0.792920345734
F2frequency_sma3nz_amean, 615.658371592, 8.3154783317e-123**, 3.68213406947, 0.0551018893217, 55.7742676748, 8.61792561048e-14**, 55.7742676748, 8.61792561048e-14**, 55.7742676748, 8.61792561048e-14**, 55.7742676748, 8.61792561048e-14**, 55.7742676748, 8.61792561048e-14**, 15.3837937051, 8.98851435367e-05**, 8.97342702204, 0.0027638144484**, 1.74571321498, 0.186526548375, 0.0970308626437, 0.75544586458, 7.1335338269, 0.00761014719292**
